ID,Group,Time,Condition,L1_Req,L1_Calque,Latency,Fluency,N400
1,CG,T1,Control,4.999153263478009,4.129990677241247,723.5338261057817,100.0,2.3526325089676474
1,CG,T1,Mismatch,16.20690012966044,10.790408064146883,1865.768803225553,47.8555666674403,8.207086881642958
1,CG,T1,Target,10.485559046331627,5.863831252430997,1285.7034670824844,86.88706243322027,3.61135712446426
1,CG,T2,Control,4.7061156846564,5.565342917394288,823.1522456013304,93.29197472615013,3.2588219531086757
1,CG,T2,Mismatch,11.833938202971872,15.922419109305608,1882.4732657563243,36.09849812583612,9.502964254418092
1,CG,T2,Target,7.427223637320457,10.569268821382261,1179.9079060316672,71.63645641905676,6.0196433322313485
1,CG,T3,Control,5.338369078375691,3.2449629625509706,630.8745033320199,74.83661457353084,2.1835906739747895
1,CG,T3,Mismatch,11.575707656308571,8.884519910791138,1667.895378104081,29.739846959769125,4.13969092849773
1,CG,T3,Target,8.954773848665214,5.250262529037742,1113.1401542749525,52.624894401498224,3.1778985725421505
2,CG,T1,Control,4.810993776985727,3.4185965598964763,620.2244918275292,86.07193866419729,1.699736955100695
2,CG,T1,Mismatch,10.778099031032745,6.893520741718786,1898.6277142538843,26.1729170037557,6.2137094476037085
2,CG,T1,Target,7.769232054280779,5.46891455762282,1207.4103594898195,66.1303752111898,3.576838073721705
2,CG,T2,Control,8.116618720358264,3.4750972197791477,653.1571508779241,88.16168766132364,2.5543707055030254
2,CG,T2,Mismatch,17.321524013051423,8.36698248295109,1642.980358392348,32.78397171946876,6.943524985124858
2,CG,T2,Target,11.01782610501124,6.035384114941001,1149.2191325626097,62.53312616708874,5.106845449499028
2,CG,T3,Control,5.608346093615321,1.858193649663907,673.5970796677416,91.97328825591856,1.7626383620552923
2,CG,T3,Mismatch,13.483453292966157,5.651094947911786,1744.7961604009845,36.48192519376023,7.466113054422865
2,CG,T3,Target,9.22969475752888,3.7260120126017062,1172.1101040329968,70.32284245048625,4.444151518513221
3,CG,T1,Control,3.2239811059235874,5.481031544679924,623.0479425003158,88.35239584267282,3.194116157449825
3,CG,T1,Mismatch,10.880564152261949,17.85977717475412,1696.5145768886111,35.19424969497892,9.081071342607215
3,CG,T1,Target,8.028041556604737,10.996223618312126,1122.71248981404,61.1397215138208,5.301695329778041
3,CG,T2,Control,3.7710273313638205,4.564907275458681,474.1738125181103,76.57099805320108,3.408837404918269
3,CG,T2,Mismatch,7.963523311907416,11.112619026416207,1285.042628462935,39.797929152331776,8.133627192951057
3,CG,T2,Target,5.483540828778339,6.499482265081996,835.3041981027976,64.57605229609953,4.193749391662894
3,CG,T3,Control,6.461746402044685,5.473912675443975,577.8271826940796,93.90900517927635,1.0026546996544985
3,CG,T3,Mismatch,14.995032263953256,9.143896626272845,1686.4447288691067,33.462249035050206,3.13312977750585
3,CG,T3,Target,9.427368455891036,7.120430726582987,1107.0090415039522,76.38710831148788,3.6981582102172643
4,CG,T1,Control,4.6849139886908135,2.72116327670504,638.0832124741223,100.0,1.1036581056222163
4,CG,T1,Mismatch,10.401841248747346,8.392279128735286,1936.8587236839924,42.770354542999705,4.6983822984857895
4,CG,T1,Target,6.387926214047195,6.237405781848624,1348.284705744311,82.73260077500662,5.362833755298036
4,CG,T2,Control,7.261904278042488,3.6863329687466018,685.999359701821,100.0,3.0032890844496167
4,CG,T2,Mismatch,13.338802793487403,8.233011452671832,1706.0962006710802,33.018385080017154,10.920048632828387
4,CG,T2,Target,9.383302053856035,5.1242959808234545,934.7499432749041,73.46187076536029,6.700373290839674
4,CG,T3,Control,5.860707006696433,3.2447764066503475,609.9972507260065,97.76931873100004,2.7548728413815162
4,CG,T3,Mismatch,16.257984847698978,8.64650977951931,1611.5847972485324,36.61322376895496,9.973037860975396
4,CG,T3,Target,10.005858555320874,5.49897985920959,1089.8073253471816,73.86691796293806,6.433153157062956
5,CG,T1,Control,6.032703916188538,4.116176455559039,516.2529060899404,77.07761021444533,5.435338271174626
5,CG,T1,Mismatch,13.357815700032127,9.714986932258107,1465.0801683369427,38.98383925713053,8.893540372266068
5,CG,T1,Target,8.846865798752235,6.767056252430687,970.4574697891317,65.96179055765408,6.980541302121169
5,CG,T2,Control,7.551425645799295,5.22353067747003,768.2753672784452,100.0,0.8339479572243953
5,CG,T2,Mismatch,18.089130441287672,9.15286553930374,1817.9873682068237,31.67762989861803,6.274490012256459
5,CG,T2,Target,11.374818456262396,7.1562391682745,1246.818298333308,73.86747886678071,4.266078024733216
5,CG,T3,Control,6.464520294530673,6.463749852298534,751.2588878059851,100.0,0.2469846142943961
5,CG,T3,Mismatch,13.740329056451277,15.20831758895807,1670.1898135955773,35.752246189855825,2.235405471774296
5,CG,T3,Target,10.036211047655847,8.92256627203348,1106.8222440802717,82.09630207984415,1.1702183787847895
6,CG,T1,Control,5.345024794946273,3.795079957786518,685.7133127978296,100.0,0.9888483345208745
6,CG,T1,Mismatch,15.954153808942003,8.725857856636857,1650.4965101229345,28.992556634984627,3.5678434290666945
6,CG,T1,Target,11.237338925049183,9.205482780151113,1220.749647611679,66.46786945948992,2.4874968303194094
6,CG,T2,Control,3.7575602967225836,3.5862172853554215,923.3793926274939,100.0,1.4698867402034215
6,CG,T2,Mismatch,11.872711422092818,11.70636481489165,2129.8239797929205,27.505776656335986,6.01669670181988
6,CG,T2,Target,7.449331657872148,7.510237613923796,1231.441462782414,59.51861202685587,5.871506645572176
6,CG,T3,Control,4.07777153992549,4.933909804158858,708.9383059267464,91.81238601430458,3.906098543654941
6,CG,T3,Mismatch,11.690618271665024,13.070039142978572,1759.3641944332765,34.19989127039905,8.727942626905802
6,CG,T3,Target,7.7674774518880545,8.961697518517859,1133.4557910785497,67.09280354728348,4.718657759662712
7,CG,T1,Control,5.885161290271782,4.807121042972018,557.6083829633968,100.0,3.2018484694984695
7,CG,T1,Mismatch,14.324978477311097,12.021725921263311,1644.3444209579452,36.415873442895105,6.36055942138457
7,CG,T1,Target,8.665447446535822,9.384214388511003,1045.8753709523614,77.84454437187082,6.209732507595174
7,CG,T2,Control,2.8029874849797625,4.605133776375413,797.0471130806591,85.34064928927341,2.7745185751963537
7,CG,T2,Mismatch,7.7312708690221035,11.461351144412715,1723.0437573026438,24.980123131698345,7.772242684277736
7,CG,T2,Target,4.663992783709744,7.662438373027283,1169.695746006559,69.58005172412192,4.888787398822025
7,CG,T3,Control,1.9903931975049038,3.1104267422765544,723.0149238618827,95.01909841565025,4.4489542149613035
7,CG,T3,Mismatch,8.422675130729534,8.933393646646708,1718.5932374134597,35.424849875543316,8.106168655226558
7,CG,T3,Target,6.243453316205313,4.447491165983299,1113.8496485081437,63.939155730612576,4.82514052700451
8,CG,T1,Control,6.694544586549349,6.52199245899336,781.9668444467175,100.0,4.839634049485605
8,CG,T1,Mismatch,15.716734416547618,15.215254828567641,1756.8407122460158,28.998158407322162,7.596114928219426
8,CG,T1,Target,9.772870379208578,11.202845635350531,1132.5954643984408,77.00832279875638,4.453132819435473
8,CG,T2,Control,1.2712702455960447,3.4543982402980418,703.6519627574282,100.0,3.5541268851413643
8,CG,T2,Mismatch,3.6549700143744186,10.404696270886635,1712.834761360361,47.8363101621773,9.097603268344802
8,CG,T2,Target,5.1120547083737735,7.25169652272988,1096.4964036770189,85.63735006768027,5.056920323607438
8,CG,T3,Control,5.816474832676999,4.659174371531274,530.1487631795209,100.0,4.631878716727244
8,CG,T3,Mismatch,13.95436543308273,10.010476016963445,1439.0423253281826,35.391219669623794,9.087431835611486
8,CG,T3,Target,7.503277734390237,6.0507513664955805,981.8394541008669,73.23461051885046,7.33346548420429
9,CG,T1,Control,7.890228802504467,2.3452509183158883,753.5662209774713,83.41195215179803,4.536018926419309
9,CG,T1,Mismatch,16.477338814749658,8.774823565996872,2081.275972041371,34.443516150171256,10.014351738251698
9,CG,T1,Target,10.855561841645729,5.306062690934371,1406.3806583456717,53.492511087769714,6.221592707064716
9,CG,T2,Control,8.600618229736837,3.9248966535047547,524.681861003478,93.63203561139781,1.347955865877801
9,CG,T2,Mismatch,20.501837758363013,7.353281268845042,1613.8190014659374,37.55625053632189,5.536445877819309
9,CG,T2,Target,16.038261544801813,4.4566907336196495,930.5069803316212,79.81848272828684,4.22897453947186
